ts,REFERENCE_PRICE,STRATEGY1,STRATEGY2,STRATEGY3
14:59.8,103.106645,103.248006,103.263265,103.253352
15:05.0,103.126777,103.238746,103.211093,103.247835
15:09.9,103.134986,103.169621,103.242408,103.233257
15:14.6,103.124572,103.242783,103.256825,103.251297
15:20.0,103.110415,103.240228,103.247368,103.241255
15:24.2,103.099585,103.246807,103.24994,103.232133
15:29.3,103.108091,103.228859,103.190568,103.269633
15:34.8,103.116922,103.250582,103.270111,103.254099
15:39.8,103.053759,103.244045,103.251758,103.299541
15:44.9,103.108582,103.252893,103.24984,103.246986
15:49.5,103.119578,103.247752,103.177552,103.250259
15:54.8,103.054132,103.258067,103.25202,103.238959
15:59.9,103.098855,103.317818,103.24796,103.255242
16:04.5,103.010814,103.273979,103.239575,103.256235
16:08.4,103.201428,103.242329,103.327019,103.240843
16:14.9,103.088977,103.213324,103.257535,103.223864
16:19.6,103.126439,103.245541,103.242554,103.239309
16:24.8,103.105241,103.243473,103.238745,103.276595
16:29.9,103.118768,103.259986,103.246204,103.268644
16:34.6,103.07871,103.239932,103.170359,103.239848
16:39.9,103.069825,103.184996,103.259735,103.263524
16:44.8,103.158682,103.279866,103.235303,103.245169
16:49.8,103.111133,103.275124,103.248124,103.264483
16:54.9,103.094064,103.227965,103.246854,103.299989
17:00.0,103.151314,103.194785,103.228753,103.244598
17:05.0,103.113221,103.230903,103.241718,103.260001
17:08.9,103.164292,103.241203,103.239134,103.254584
17:14.9,103.127026,103.261742,103.233001,103.277355
17:19.1,103.164895,103.24185,103.279084,103.247979
17:24.3,103.111959,103.265856,103.275575,103.260118
17:29.9,103.129611,103.197852,103.238021,103.263458
17:34.3,103.154146,103.24126,103.253002,103.246984
17:39.4,103.120749,103.250283,103.233368,103.275894
17:44.9,103.125303,103.269801,103.211002,103.265314
17:49.9,103.129556,103.210134,103.234746,103.246325
17:53.7,103.1142,103.257673,103.241252,103.198886
17:58.7,103.174368,103.197133,103.243813,103.262137
18:04.9,103.108505,103.280421,103.271609,103.278732
18:09.9,103.157025,103.226849,103.260144,103.269175
18:14.9,103.11503,103.267424,103.241674,103.256548
,,,,
18:24.8,103.119451,103.250463,103.232039,103.229301
18:30.0,103.066529,103.214894,103.333996,103.254554
18:35.0,103.118456,103.247225,103.235636,103.217838
18:39.9,103.118178,103.251027,103.257329,103.269637
18:45.0,103.121672,103.229243,103.28264,103.263641
18:49.6,103.111051,103.27774,103.234894,103.20326
18:54.5,103.204312,103.261933,103.292644,103.306671
18:59.6,103.115274,103.247941,103.262132,103.269507
19:04.8,103.123667,103.282002,103.261389,103.335978
,,,,
19:14.8,103.117192,103.290387,103.250335,103.283093
19:20.0,103.114039,103.26107,103.245712,103.274145
19:25.0,103.139415,103.259704,103.285159,103.305169
19:29.7,103.134497,103.270081,103.253443,103.303864
19:34.3,103.112032,103.25851,103.243321,103.28497
19:40.0,103.080825,103.349759,103.398223,103.288867
19:44.9,103.103417,103.270481,103.261021,
19:49.5,103.121479,103.284094,103.284337,103.272704
19:54.9,103.095458,103.256602,103.273069,103.275853
19:58.2,103.115539,103.26877,103.212137,103.298383
20:04.8,103.125785,103.265549,103.274788,103.291781
20:09.9,103.146461,103.268677,103.270155,103.224388
20:14.2,103.16654,103.291684,103.286692,103.273908
20:19.7,103.115528,103.290106,103.246545,103.26828
20:24.7,103.143038,103.252137,103.265309,103.318948
20:30.0,103.130523,103.283409,103.279364,103.245238
20:34.8,103.131685,103.336681,103.261845,103.256096
20:39.9,103.143541,103.275669,103.255952,103.247514
20:44.8,103.135817,103.247342,103.273327,103.263984
20:47.8,103.042434,103.193291,103.214277,103.251045
20:54.3,103.123225,103.267774,103.269223,103.276372
21:00.0,103.125529,103.247697,103.309187,103.258572
21:05.0,103.169604,103.306669,103.194359,103.29279
21:09.6,103.11002,103.303926,103.180651,103.289781
21:14.8,103.146429,103.279861,103.305357,103.278916
21:19.2,103.118497,103.255409,103.244139,103.245584
21:24.9,103.152611,103.278642,103.290534,103.318685
21:30.0,103.135059,103.279129,103.291182,103.288717
21:33.2,103.17074,103.250133,103.30358,103.301058
21:39.9,103.146976,103.214759,103.268612,103.237945
21:45.0,103.170568,103.283891,103.268167,103.281973
21:49.9,103.150173,103.286509,103.234661,103.26767
21:55.0,103.105806,103.268041,103.277835,103.283299
21:59.3,103.086898,103.304421,103.309945,103.274572
22:04.9,103.129223,103.276638,103.282632,103.327521
22:08.7,103.146433,103.276772,103.277945,103.310698
22:14.6,103.138671,103.221253,103.279653,103.263106
22:19.7,103.117968,103.252321,103.269059,103.352242
22:22.2,103.163712,103.33651,103.27681,103.327079
22:30.0,103.090948,103.272151,103.30792,103.311856
22:34.4,103.159905,103.300152,103.271873,103.297794
22:39.1,103.143457,103.290152,103.253086,103.223208
22:45.0,103.156614,103.236592,103.258363,103.321004
22:50.0,103.151764,103.311939,103.220993,103.27499
22:54.9,103.157496,103.276394,103.274834,103.296671
23:00.0,103.160589,103.324309,103.293239,103.252917
23:03.9,103.146986,103.315687,103.309112,103.286134
23:09.6,103.154912,103.299223,103.263158,103.278079
23:14.6,103.11886,103.195435,103.308109,103.282409
23:19.7,103.143151,103.233908,103.301266,103.258875
23:25.0,103.143377,103.296591,103.28126,103.303261
23:29.7,103.159394,103.272326,103.276452,103.296476
23:34.8,103.135689,103.281746,103.283189,103.264221
23:39.9,103.137637,103.272516,103.272943,103.275766
23:44.3,103.215299,103.2745,103.248853,103.314653
23:49.6,103.153789,103.281992,103.299026,103.244314
23:53.6,103.134572,103.285569,103.286337,103.285914
23:59.9,103.145637,103.283235,103.2954,103.289219
24:04.9,103.140542,103.2877,103.308522,103.272752
24:09.9,103.103605,103.272494,103.216043,103.317973
24:13.8,103.150131,103.271574,103.226975,103.284693
24:19.0,103.141168,103.285048,103.279998,103.346128
24:25.0,103.144561,103.275407,103.277669,103.259499
24:29.9,103.146827,103.29925,103.273969,103.297385
24:34.8,103.13764,103.299223,103.279761,103.294646
24:39.2,103.151614,103.261029,103.287099,103.285293
24:44.9,103.149417,103.313984,103.285167,103.27955
24:49.7,103.18411,103.24314,103.276604,103.288235
24:54.1,103.191161,103.286387,103.226473,103.310938
24:59.7,103.08768,103.261559,103.295605,103.269242
25:04.6,103.137746,103.345558,103.278961,103.252601
25:09.6,103.106474,103.26763,103.192175,103.297563
25:13.2,103.088461,103.294343,,103.249041
25:19.9,103.131294,103.267818,103.300538,103.295732
25:24.4,103.15984,103.283529,103.267305,103.265756
25:29.9,103.208746,103.380523,103.305275,103.282219
25:34.8,103.12339,103.305412,103.279586,103.277957
25:39.8,103.144036,103.279325,103.277457,103.349096
25:44.2,103.121325,103.283645,103.269767,103.30034
25:49.7,103.148805,103.245882,,103.262633
25:54.1,103.164048,103.312093,103.279221,103.259713
25:59.3,103.135228,103.268318,103.279713,103.285308
26:04.6,103.181163,103.268212,103.282825,103.277282
26:09.8,103.117973,103.264585,,103.249436
26:14.9,103.173001,103.277294,103.202846,103.285051
26:19.9,103.148419,103.297652,103.285918,103.272047
26:25.0,103.201741,103.302102,103.250663,103.298039
26:29.9,103.134655,103.287725,103.272953,103.311822
26:34.9,103.143269,103.274967,103.249843,103.224131
26:39.3,103.142885,103.284766,103.230846,103.285121
26:43.5,103.140497,103.259128,103.315652,103.251901
26:49.7,103.155057,103.270506,103.257686,103.273254
26:54.9,103.137806,103.224188,103.283666,103.317345
26:59.8,103.128677,103.261415,103.281354,103.278117
27:04.9,103.134217,103.309374,103.290974,103.272994
27:09.2,103.153439,103.289971,103.382679,103.262893
27:14.7,103.063035,103.283081,103.28466,103.231548
27:20.0,103.177954,103.271729,103.348093,103.269961
27:24.7,103.116606,103.284365,103.312796,103.293399
27:29.9,103.152277,103.288877,103.290531,103.266263
27:35.0,103.061474,103.260806,103.31173,103.267958
27:40.0,103.161025,103.258963,103.284622,103.275767
27:44.9,103.111791,103.277863,103.307315,103.30938
27:49.6,103.178249,103.265156,103.26301,103.318294
27:54.7,103.11276,103.254708,103.306205,103.284276
28:00.0,103.164917,103.280603,103.293045,103.278222
28:04.8,103.035577,103.277687,103.290603,103.274214
28:09.9,103.158674,103.246635,103.316382,103.268095
28:14.8,103.134371,103.30023,103.295594,103.263263
,,,,
28:23.7,103.079584,103.326537,103.27554,103.288549
28:29.5,103.110314,103.275378,103.304891,103.252458
28:35.0,103.156431,103.261171,103.194512,103.228642
28:39.9,103.132754,103.275376,103.289651,103.308881
28:44.7,103.122119,103.316509,103.266174,
28:49.9,103.161371,103.291773,103.271685,103.271092
28:54.5,103.10371,103.267385,103.294937,103.323209
28:59.9,103.144288,103.281416,103.31132,103.308813
29:05.0,103.127651,103.260837,103.293238,103.316839
29:09.9,103.145081,103.304756,103.280971,103.295712
29:14.7,103.143099,103.315768,103.315303,103.275722
29:19.7,103.18791,103.274042,103.302417,103.277583
29:24.7,103.125716,103.277934,103.286313,103.237732
29:29.1,103.14558,103.277386,103.271463,103.303022
29:33.5,103.153372,103.305246,103.285913,103.318925
29:39.8,103.184063,103.3114,103.324207,103.291645
29:44.7,103.149192,103.290396,103.347065,103.288057
29:50.0,103.077324,103.281552,103.274693,103.29353
29:55.0,103.218863,103.259177,103.314167,103.299738
29:59.8,103.15035,103.285004,103.310057,103.321696
30:04.6,103.170376,103.315156,103.305282,103.29765
30:09.9,103.161994,103.304103,103.325075,103.272088
30:14.7,103.152428,103.271222,103.291328,103.287749
30:19.8,103.178419,103.289047,103.269906,103.300557
30:24.8,103.253952,103.287374,103.284721,
30:29.8,103.178314,103.342275,103.295205,103.270428
30:34.9,103.141134,103.311274,103.297647,103.313229
30:39.9,103.184019,103.291523,103.299427,103.293566
30:44.9,103.169011,103.345175,103.310847,103.351685
30:49.2,103.158265,103.223732,103.332841,103.316883
30:54.6,103.156472,103.330611,103.319703,103.298059
31:00.0,103.096698,103.290774,103.338501,103.290703
31:05.0,103.160335,103.26086,103.294544,103.347502
31:09.5,103.196012,103.288495,103.323555,103.316677
31:14.3,103.196777,103.326365,103.337712,103.331761
31:19.9,103.155898,103.290942,103.307787,103.314456
31:24.8,103.209798,103.316418,103.304544,103.313355
31:28.8,103.244428,103.293491,103.297563,103.290282
31:34.9,103.1609,103.352504,103.297548,103.289268
31:40.0,103.19613,103.292289,103.309688,103.375724
31:45.0,103.173322,103.307427,103.307805,103.306109
31:49.9,103.146419,103.310728,103.296095,103.314697
31:54.5,103.145572,103.299978,103.322701,103.323712
32:00.0,103.253695,103.314368,103.332256,103.292125
32:03.5,103.148796,103.386834,103.317995,103.334836
32:09.6,103.186029,103.263938,103.299534,103.354398
32:15.0,103.169247,103.328067,103.309197,103.302129
32:19.9,103.198415,103.353181,103.313877,103.329547
32:25.0,103.167298,103.291809,103.281011,103.339359
32:30.0,103.176411,103.239958,103.264116,103.330404
32:33.5,103.222609,103.298385,103.289414,103.32219
32:39.5,103.171331,103.308178,103.293737,103.180605
32:45.0,103.206254,103.295759,103.313755,103.286356
32:48.2,103.178585,103.306474,103.304064,103.248629
32:54.3,103.180106,103.309386,103.231872,103.283617
32:59.1,103.149608,103.326517,103.287473,103.329378
33:05.0,103.140701,103.318779,103.341164,103.302118
33:09.8,103.14082,103.31156,103.341274,103.305327
33:15.0,103.193532,103.289285,103.293508,103.308407
33:19.9,103.163438,103.332997,103.282371,103.310203
33:24.7,103.170904,103.303992,103.298576,103.300185
33:29.6,103.126839,103.303713,103.314546,103.288483
33:34.7,103.155529,103.317948,103.301176,103.277016
33:39.9,103.22067,103.309289,103.335271,103.31166
33:45.0,103.161288,103.357215,103.315465,103.307825
33:50.0,103.160394,103.29243,103.295327,103.346375
33:54.1,103.182321,103.299457,103.3103,103.326908
34:00.0,103.158238,103.332952,103.296042,103.302487
34:04.7,103.168373,103.299878,103.272055,103.297295
34:09.9,103.150578,103.348638,103.35998,103.317238
34:14.7,103.144446,103.324467,103.310034,103.29019
34:19.6,103.187433,103.326594,103.324487,103.328393
34:24.9,103.108786,103.300046,103.305585,103.331539
34:30.0,103.217964,103.328269,103.32467,103.331408
34:34.7,103.185586,103.327198,103.331375,103.377787
34:39.8,103.189109,103.317711,103.33872,103.347482
34:44.7,103.217533,103.328053,103.317604,103.373078
34:50.0,103.193295,103.315983,103.314962,103.336456
34:54.2,103.191028,103.372522,103.326674,
34:59.8,103.193317,103.327496,103.332581,103.409669
35:04.7,103.206704,103.364411,103.321539,103.355121
35:09.9,103.199146,103.344088,103.338019,103.308643
35:14.0,103.211441,103.325366,103.363909,103.321162
35:19.8,103.203307,103.317758,103.335978,103.354857
35:24.7,103.182115,103.345123,103.310092,103.340368
35:29.9,103.220017,103.343238,103.339411,103.35078
35:34.8,103.244947,103.313559,103.348313,103.359973
35:39.9,103.178646,103.351011,103.371134,103.365357
35:44.7,103.216454,103.348953,103.344944,103.312778
35:49.9,103.202349,103.358561,103.311997,103.34585
35:54.7,103.207552,103.358025,103.334442,103.290217
35:59.6,103.160475,103.346065,103.368333,103.369289
36:04.8,103.198289,103.353041,103.341085,103.316911
36:09.5,103.195073,103.342798,103.341183,103.321864
36:15.0,103.202495,103.371669,103.34308,103.354589
36:20.0,103.199678,103.351312,103.358393,103.417853
36:24.7,103.165198,103.382214,103.367808,103.351156
36:30.0,103.179322,103.29026,103.331936,103.398454
36:34.1,103.177619,103.341505,103.335986,103.349298
36:39.9,103.210658,103.306531,103.325982,103.346155
36:44.5,103.224156,103.392801,103.297989,103.366556
36:50.0,103.235601,103.339069,103.377887,103.339263
36:54.7,103.206484,103.338108,103.357797,103.334328
37:00.0,103.210934,103.367006,103.34073,103.369175
37:04.9,103.201021,103.288239,103.405697,103.338423
37:08.7,103.189894,103.385266,103.328626,103.347554
37:14.2,103.194611,103.365418,103.317613,103.360626
37:19.8,103.188247,103.348337,103.365986,103.368085
37:24.9,103.203435,103.301098,103.30574,103.375673
37:30.0,103.153713,103.341012,103.385472,103.314232
37:34.8,103.182435,103.364824,103.333571,103.365717
37:39.9,103.209955,103.319717,103.33974,103.344369
37:44.8,103.203419,103.323807,103.342266,103.341564
37:49.8,103.231903,103.333587,103.345328,103.329248
37:54.9,103.206606,103.319771,103.402205,103.384996
37:59.8,103.188326,103.311935,103.323465,103.326714
38:05.0,103.172864,103.372385,103.371216,103.341171
38:09.7,103.206409,,103.360741,103.432421
38:14.1,103.22846,103.315044,103.331591,103.296653
38:18.5,103.204094,103.349043,103.335559,103.342879
38:24.8,103.203313,103.328504,103.335811,103.391809
38:29.8,103.199853,103.32707,103.419504,103.338597
38:34.2,103.23461,103.413865,103.339341,103.352028
38:38.9,103.191248,103.368521,103.394669,103.348689
38:44.8,103.162652,103.331278,103.345617,103.36879
38:49.9,103.192467,103.353708,103.329348,103.378654
38:54.3,103.208689,103.323744,103.340711,103.363281
38:59.8,103.188269,103.341648,103.35603,103.397271
39:05.0,103.191261,103.325517,103.329879,103.326749
39:09.5,103.206267,103.322094,103.294824,103.394531
39:14.7,103.319448,103.343706,103.360848,103.369556
39:19.4,103.221353,103.314349,103.354783,103.329855
39:24.1,103.237211,103.389241,103.346337,103.340077
39:29.7,103.203467,103.34655,103.337591,103.360404
39:33.9,103.206091,103.377472,103.38221,103.372422
39:39.9,103.197523,103.328632,103.396947,103.350612
39:44.5,103.188908,103.307819,103.345642,103.340151
39:49.3,103.247162,103.33105,103.284861,103.327162
39:54.9,103.17294,103.340278,103.33878,103.360965
40:00.0,103.203017,103.410275,103.373664,103.321242
40:04.7,103.236232,103.327579,103.359243,103.324881
40:09.7,103.216643,103.351884,103.363273,103.36713
40:14.8,103.158808,103.365918,103.441437,103.324865
40:20.0,103.197861,103.379522,103.361162,103.396
40:24.8,103.282661,103.361542,103.357603,103.364073
40:29.4,103.192318,103.348847,103.363973,103.365065
40:34.9,103.228048,103.356749,103.39688,103.364616
40:40.0,103.233498,103.405371,103.346902,103.367826
,,,,
40:49.6,103.210075,103.301421,103.351968,103.38905
40:54.9,103.253702,103.386286,103.375199,103.45266
41:00.0,103.192857,103.372631,103.35215,103.3615
41:05.0,103.239558,103.41617,103.388045,103.386872
41:09.5,103.252948,103.356679,103.427945,103.405858
41:14.3,103.259073,103.347831,103.355662,103.33077
41:19.9,103.219536,103.364244,103.363632,103.370053
41:24.9,103.218753,103.238874,103.349395,103.344643
41:29.4,103.255944,103.346274,103.353176,103.359448
41:33.3,103.280577,103.35376,103.360476,103.377197
41:39.8,103.226808,103.365256,103.371104,103.364804
41:45.0,103.225486,103.366009,103.337956,103.34315
,,,,
41:54.8,103.224882,103.31112,103.363351,103.388019
42:00.0,103.228732,103.344225,103.421039,103.400115
42:05.0,103.24985,103.398736,103.356718,103.362998
42:09.5,103.236082,103.412202,103.392242,103.351427
42:13.8,103.22668,103.362809,103.430823,103.373989
42:19.8,103.222895,103.367469,103.380863,103.369575
42:24.7,103.189106,103.316767,103.355753,103.355313
42:29.9,103.232549,103.31893,103.358956,103.411029
42:34.5,103.263733,103.319304,103.345413,103.36305
42:39.7,103.237521,103.381926,103.351285,103.353281
42:44.6,103.248648,103.32311,103.348297,103.343026
42:49.4,103.183228,103.318026,103.386025,103.388391
42:52.7,103.238003,103.373102,103.356956,103.361753
42:59.6,103.249407,103.364049,103.327893,103.345313
43:04.8,103.237253,103.320454,103.387871,103.36076
43:08.8,103.232057,103.334912,103.340884,103.335362
43:14.2,103.23494,103.362345,103.345526,103.419237
43:20.0,103.252755,103.359647,103.36044,103.397428
43:24.7,103.220941,103.382823,103.328504,103.346172
43:28.9,103.314662,103.395648,103.356979,103.340623
